 seed  iterations  status     objective           primal        wall (ms)   
 57      3000      false    5.18308756e-02    1.11015746e-06     11896.1    
 58      2732       true    4.25281497e-02    4.23382218e-10     11363.9    
 59      2175       true    6.68051690e-02    7.90958521e-10     8586.1    
 60      2377       true    3.33938558e-02    9.22462107e-12     8937.9    
 61      2425       true    4.21313749e-02    9.91774551e-10     9773.4    
 62      2467       true    4.02874790e-02    2.72273870e-12     9939.3    
 63      2484       true    3.23292087e-02    3.45692140e-11     9722.8    
 64      2760       true    3.38366374e-02    8.72546480e-12     11012.0    
 65      1624       true    3.09729961e-02    3.95150579e-12     6197.3    
 66      2407       true    3.90788004e-02    2.47180054e-12     9364.1    
 67      3000      false    6.14864002e-02    1.87371517e-06     11455.1    
 68      2232       true    3.72831558e-02    3.13461168e-09     9393.5    
 69      3000      false    3.07184490e-02    2.78461698e-11     11450.0    
 70      3000      false    5.09371042e-02    1.28420830e-10     11825.1    
 71      1992       true    4.72713971e-02    1.79963655e-10     8134.5    
 72      3000      false    4.83888455e-02    1.04028909e-09     11806.1    
 73      3000      false    3.05766873e-02    8.29596336e-10     12199.5    
 74      2225       true    5.47861119e-02    1.29851685e-11     8827.6    
 75      2604       true    3.87958453e-02    8.92701675e-12     10957.5    
 76      2152       true    4.30712302e-02    2.00728323e-13     8951.9    
 77      1015       true    2.79890846e-02    2.84545720e-11     3869.5    
 78      1870       true    5.04558254e-02    1.36736900e-08     7452.9    
 79      1893       true    5.05091997e-02    1.67821312e-12     7286.1    
 80      3000      false    2.64406261e-02    3.60913937e-06     11720.5    
 81      1309       true    4.38273025e-02    1.11694643e-08     5146.6    
 82      1567       true    3.51430216e-02    2.43671749e-12     5991.8    
 83      1571       true    4.29310025e-02    4.00799532e-11     6254.2    
 84      2662       true    4.06497627e-02    9.94844207e-11     10445.9    
 85      2154       true    2.97600313e-02    1.36758826e-10     8227.7    
 86      1466       true    2.92279926e-01    3.69353437e-10     5594.4    
 87      3000      false    2.76273392e-02    4.74269113e-09     11646.2    
 88      1445       true    6.40545882e-02    7.95927670e-12     5576.9    
 89      3000      false    3.50687072e-02    1.57684976e-11     11811.1    
 90      2824       true    4.48539526e-02    1.10160769e-11     11199.1    
 91      1376       true    3.30529008e-02    5.13017406e-12     5313.1    
 92      3000      false    5.00735254e-02    5.26654276e-10     12674.6    
 93      1000       true    3.14006313e-02    1.40098766e-11     3633.8    
 94      3000      false    3.24210581e-02    1.35713990e-05     12452.2    
 95      3000      false    6.34668158e-02    2.91249247e-11     11680.5    
 96      3000      false    3.88627997e-02    5.97988326e-12     11838.6    
 97      1905       true    4.76741983e-02    1.74817660e-11     7677.5    
 98      1754       true    5.33060452e-02    3.38373773e-12     6727.1    
 99      2041       true    1.03166530e-01    1.20763746e-11     7873.4    
 100      2131       true    3.09428821e-02    6.90891788e-13     8603.0    
